"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2024-12-31 23:00:00","2025-01-01 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,17594004,17594004,0,3589176,0.204
"2025-01-01 00:00:00","2025-01-01 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,16282515,16282515,0,3321632,0.204
"2025-01-01 01:00:00","2025-01-01 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,15602975,15602975,0,3183006,0.204
"2025-01-01 02:00:00","2025-01-01 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,15361399,15361399,0,3133725,0.204
"2025-01-01 03:00:00","2025-01-01 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,16168966,16168966,0,3298468,0.204
"2025-01-01 04:00:00","2025-01-01 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,18480600,18480600,0,3770042,0.204
"2025-01-01 05:00:00","2025-01-01 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,22395612,22395612,0,4568704,0.204
"2025-01-01 06:00:00","2025-01-01 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,25009709,25009709,0,5101980,0.204
"2025-01-01 07:00:00","2025-01-01 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,26693874,26693874,0,5445550,0.204
"2025-01-01 08:00:00","2025-01-01 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29735146,29735146,0,6065968,0.204
"2025-01-01 09:00:00","2025-01-01 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,32214916,32214916,0,6571842,0.204
"2025-01-01 10:00:00","2025-01-01 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33380546,33380546,0,6809630,0.204
"2025-01-01 11:00:00","2025-01-01 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33719656,33719656,0,6878809,0.204
"2025-01-01 12:00:00","2025-01-01 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33185781,33185781,0,6769898,0.204
"2025-01-01 13:00:00","2025-01-01 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,32296186,32296186,0,6588421,0.204
"2025-01-01 14:00:00","2025-01-01 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,31401504,31401504,0,6405906,0.204
"2025-01-01 15:00:00","2025-01-01 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30365231,30365231,0,6194506,0.204
"2025-01-01 16:00:00","2025-01-01 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30490715,30490715,0,6220104,0.204
"2025-01-01 17:00:00","2025-01-01 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29631809,29631809,0,6044888,0.204
"2025-01-01 18:00:00","2025-01-01 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,28451934,28451934,0,5804194,0.204
"2025-01-01 19:00:00","2025-01-01 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,25761839,25761839,0,5255414,0.204
"2025-01-01 20:00:00","2025-01-01 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,22706280,22706280,0,4632080,0.204
"2025-01-01 21:00:00","2025-01-01 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,18739095,18739095,0,3822774,0.204
"2025-01-01 22:00:00","2025-01-01 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,15525540,15525540,0,3167209,0.204
"2025-01-01 23:00:00","2025-01-02 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,15201937,15201937,0,3101194,0.204
"2025-01-02 00:00:00","2025-01-02 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,15590250,15590250,0,3180410,0.204
"2025-01-02 01:00:00","2025-01-02 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,16583899,16583899,0,3383114,0.204
"2025-01-02 02:00:00","2025-01-02 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,17381323,17381323,0,3545789,0.204
"2025-01-02 03:00:00","2025-01-02 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,18844633,18844633,0,3844304,0.204
"2025-01-02 04:00:00","2025-01-02 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,22606967,22606967,0,4611820,0.204
"2025-01-02 05:00:00","2025-01-02 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29108672,29108672,0,5938168,0.204
"2025-01-02 06:00:00","2025-01-02 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,34442061,34442061,0,7026180,0.204
"2025-01-02 07:00:00","2025-01-02 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38205440,38205440,0,7793909,0.204
"2025-01-02 08:00:00","2025-01-02 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,39825665,39825665,0,8124435,0.204
"2025-01-02 09:00:00","2025-01-02 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37049881,37049881,0,7558175,0.204
"2025-01-02 10:00:00","2025-01-02 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,32564432,32564432,0,6643143,0.204
"2025-01-02 11:00:00","2025-01-02 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29706248,29706248,0,6060074,0.204
"2025-01-02 12:00:00","2025-01-02 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29142612,29142612,0,5945092,0.204
"2025-01-02 13:00:00","2025-01-02 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30779305,30779305,0,6278977,0.204
"2025-01-02 14:00:00","2025-01-02 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33832734,33832734,0,6901877,0.204
"2025-01-02 15:00:00","2025-01-02 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37742504,37742504,0,7699469,0.204
"2025-01-02 16:00:00","2025-01-02 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,39552723,39552723,0,8068755,0.204
"2025-01-02 17:00:00","2025-01-02 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37918755,37918755,0,7735425,0.204
"2025-01-02 18:00:00","2025-01-02 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,36155539,36155539,0,7375729,0.204
"2025-01-02 19:00:00","2025-01-02 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33979947,33979947,0,6931908,0.204
"2025-01-02 20:00:00","2025-01-02 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30871235,30871235,0,6297731,0.204
"2025-01-02 21:00:00","2025-01-02 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,26150826,26150826,0,5334767,0.204
"2025-01-02 22:00:00","2025-01-02 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,22189771,22189771,0,4526712,0.204
"2025-01-02 23:00:00","2025-01-03 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,20728470,20728470,0,4228607,0.204
"2025-01-03 00:00:00","2025-01-03 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,19989161,19989161,0,4077788,0.204
"2025-01-03 01:00:00","2025-01-03 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,19947110,19947110,0,4069210,0.204
"2025-01-03 02:00:00","2025-01-03 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,20944722,20944722,0,4272723,0.204
"2025-01-03 03:00:00","2025-01-03 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,22554812,22554812,0,4601181,0.204
"2025-01-03 04:00:00","2025-01-03 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,26593547,26593547,0,5425083,0.204
"2025-01-03 05:00:00","2025-01-03 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,32906129,32906129,0,6712850,0.204
"2025-01-03 06:00:00","2025-01-03 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,39206695,39206695,0,7998165,0.204
"2025-01-03 07:00:00","2025-01-03 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,43829188,43829188,0,8941153,0.204
"2025-01-03 08:00:00","2025-01-03 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,45595236,45595236,0,9301427,0.204
"2025-01-03 09:00:00","2025-01-03 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,42351134,42351134,0,8639631,0.204
"2025-01-03 10:00:00","2025-01-03 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40272558,40272558,0,8215601,0.204
"2025-01-03 11:00:00","2025-01-03 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40036295,40036295,0,8167403,0.204
"2025-01-03 12:00:00","2025-01-03 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40128124,40128124,0,8186136,0.204
"2025-01-03 13:00:00","2025-01-03 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,39670521,39670521,0,8092786,0.204
"2025-01-03 14:00:00","2025-01-03 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40267249,40267249,0,8214517,0.204
"2025-01-03 15:00:00","2025-01-03 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,41934134,41934134,0,8554563,0.204
"2025-01-03 16:00:00","2025-01-03 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,42296911,42296911,0,8628569,0.204
"2025-01-03 17:00:00","2025-01-03 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40449781,40449781,0,8251754,0.204
"2025-01-03 18:00:00","2025-01-03 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38720418,38720418,0,7898964,0.204
"2025-01-03 19:00:00","2025-01-03 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,36123821,36123821,0,7369258,0.204
"2025-01-03 20:00:00","2025-01-03 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33106957,33106957,0,6753819,0.204
"2025-01-03 21:00:00","2025-01-03 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,28467606,28467606,0,5807391,0.204
"2025-01-03 22:00:00","2025-01-03 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,24020317,24020317,0,4900144,0.204
"2025-01-03 23:00:00","2025-01-04 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,21495483,21495483,0,4385078,0.204
"2025-01-04 00:00:00","2025-01-04 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,20955794,20955794,0,4274981,0.204
"2025-01-04 01:00:00","2025-01-04 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,20958833,20958833,0,4275600,0.204
"2025-01-04 02:00:00","2025-01-04 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,21420524,21420524,0,4369786,0.204
"2025-01-04 03:00:00","2025-01-04 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,22623671,22623671,0,4615228,0.204
"2025-01-04 04:00:00","2025-01-04 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,24997488,24997488,0,5099486,0.204
"2025-01-04 05:00:00","2025-01-04 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29665779,29665779,0,6051818,0.204
"2025-01-04 06:00:00","2025-01-04 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35397511,35397511,0,7221091,0.204
"2025-01-04 07:00:00","2025-01-04 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40839984,40839984,0,8331356,0.204
"2025-01-04 08:00:00","2025-01-04 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,44349771,44349771,0,9047353,0.204
"2025-01-04 09:00:00","2025-01-04 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,43660911,43660911,0,8906825,0.204
"2025-01-04 10:00:00","2025-01-04 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,41801174,41801174,0,8527438,0.204
"2025-01-04 11:00:00","2025-01-04 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40153255,40153255,0,8191263,0.204
"2025-01-04 12:00:00","2025-01-04 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38389947,38389947,0,7831548,0.204
"2025-01-04 13:00:00","2025-01-04 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37333302,37333302,0,7615993,0.204
"2025-01-04 14:00:00","2025-01-04 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37840854,37840854,0,7719534,0.204
"2025-01-04 15:00:00","2025-01-04 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,39552514,39552514,0,8068712,0.204
"2025-01-04 16:00:00","2025-01-04 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40054201,40054201,0,8171056,0.204
"2025-01-04 17:00:00","2025-01-04 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38713291,38713291,0,7897511,0.204
"2025-01-04 18:00:00","2025-01-04 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37504041,37504041,0,7650823,0.204
"2025-01-04 19:00:00","2025-01-04 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35458996,35458996,0,7233634,0.204
"2025-01-04 20:00:00","2025-01-04 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,32598615,32598615,0,6650117,0.204
"2025-01-04 21:00:00","2025-01-04 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,28450870,28450870,0,5803977,0.204
"2025-01-04 22:00:00","2025-01-04 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,23985268,23985268,0,4892993,0.204
"2025-01-04 23:00:00","2025-01-05 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,21338622,21338622,0,4353078,0.204
"2025-01-05 00:00:00","2025-01-05 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,20943157,20943157,0,4272403,0.204
"2025-01-05 01:00:00","2025-01-05 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,21349767,21349767,0,4355351,0.204
"2025-01-05 02:00:00","2025-01-05 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,21993488,21993488,0,4486671,0.204
"2025-01-05 03:00:00","2025-01-05 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,23256952,23256952,0,4744417,0.204
"2025-01-05 04:00:00","2025-01-05 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,25960148,25960148,0,5295870,0.204
"2025-01-05 05:00:00","2025-01-05 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30661878,30661878,0,6255022,0.204
"2025-01-05 06:00:00","2025-01-05 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,36089391,36089391,0,7362234,0.204
"2025-01-05 07:00:00","2025-01-05 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,41831495,41831495,0,8533624,0.204
"2025-01-05 08:00:00","2025-01-05 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,46514794,46514794,0,9489017,0.204
"2025-01-05 09:00:00","2025-01-05 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,47831527,47831527,0,9757631,0.204
"2025-01-05 10:00:00","2025-01-05 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,47310487,47310487,0,9651339,0.204
"2025-01-05 11:00:00","2025-01-05 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,45624910,45624910,0,9307481,0.204
"2025-01-05 12:00:00","2025-01-05 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,42593822,42593822,0,8689139,0.204
"2025-01-05 13:00:00","2025-01-05 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38951313,38951313,0,7946067,0.204
"2025-01-05 14:00:00","2025-01-05 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35676194,35676194,0,7277943,0.204
"2025-01-05 15:00:00","2025-01-05 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33189750,33189750,0,6770708,0.204
"2025-01-05 16:00:00","2025-01-05 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,31171650,31171650,0,6359016,0.204
"2025-01-05 17:00:00","2025-01-05 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,28703877,28703877,0,5855590,0.204
"2025-01-05 18:00:00","2025-01-05 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,26037362,26037362,0,5311621,0.204
"2025-01-05 19:00:00","2025-01-05 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,23155687,23155687,0,4723759,0.204
"2025-01-05 20:00:00","2025-01-05 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,19896365,19896365,0,4058857,0.204
"2025-01-05 21:00:00","2025-01-05 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,15912549,15912549,0,3246159,0.204
"2025-01-05 22:00:00","2025-01-05 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,12610540,12610540,0,2572549,0.204
"2025-01-05 23:00:00","2025-01-06 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,11739472,11739472,0,2394851,0.204
"2025-01-06 00:00:00","2025-01-06 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,11657181,11657181,0,2378064,0.204
"2025-01-06 01:00:00","2025-01-06 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,11835488,11835488,0,2414438,0.204
"2025-01-06 02:00:00","2025-01-06 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,12414907,12414907,0,2532640,0.204
"2025-01-06 03:00:00","2025-01-06 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,13752777,13752777,0,2805566,0.204
"2025-01-06 04:00:00","2025-01-06 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,16912538,16912538,0,3450157,0.204
"2025-01-06 05:00:00","2025-01-06 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,23374637,23374637,0,4768425,0.204
"2025-01-06 06:00:00","2025-01-06 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29072130,29072130,0,5930714,0.204
"2025-01-06 07:00:00","2025-01-06 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30823579,30823579,0,6288009,0.204
"2025-01-06 08:00:00","2025-01-06 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30534955,30534955,0,6229129,0.204
"2025-01-06 09:00:00","2025-01-06 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,28665524,28665524,0,5847766,0.204
"2025-01-06 10:00:00","2025-01-06 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,26734535,26734535,0,5453844,0.204
"2025-01-06 11:00:00","2025-01-06 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,25732818,25732818,0,5249494,0.204
"2025-01-06 12:00:00","2025-01-06 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,26662291,26662291,0,5439106,0.204
"2025-01-06 13:00:00","2025-01-06 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,28830648,28830648,0,5881451,0.204
"2025-01-06 14:00:00","2025-01-06 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33168376,33168376,0,6766348,0.204
"2025-01-06 15:00:00","2025-01-06 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,36825952,36825952,0,7512493,0.204
"2025-01-06 16:00:00","2025-01-06 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38500054,38500054,0,7854010,0.204
"2025-01-06 17:00:00","2025-01-06 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37133882,37133882,0,7575311,0.204
"2025-01-06 18:00:00","2025-01-06 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35362655,35362655,0,7213981,0.204
"2025-01-06 19:00:00","2025-01-06 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,32307792,32307792,0,6590789,0.204
"2025-01-06 20:00:00","2025-01-06 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,28364932,28364932,0,5786446,0.204
"2025-01-06 21:00:00","2025-01-06 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,23523244,23523244,0,4798740,0.204
"2025-01-06 22:00:00","2025-01-06 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,18340162,18340162,0,3741392,0.204
"2025-01-06 23:00:00","2025-01-07 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,16088634,16088634,0,3282080,0.204
"2025-01-07 00:00:00","2025-01-07 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,16039204,16039204,0,3271997,0.204
"2025-01-07 01:00:00","2025-01-07 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,16867441,16867441,0,3440957,0.204
"2025-01-07 02:00:00","2025-01-07 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,18251664,18251664,0,3723339,0.204
"2025-01-07 03:00:00","2025-01-07 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,19880698,19880698,0,4055662,0.204
"2025-01-07 04:00:00","2025-01-07 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,24016777,24016777,0,4899421,0.204
"2025-01-07 05:00:00","2025-01-07 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,32113818,32113818,0,6551218,0.204
"2025-01-07 06:00:00","2025-01-07 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40167463,40167463,0,8194162,0.204
"2025-01-07 07:00:00","2025-01-07 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,41948279,41948279,0,8557448,0.204
"2025-01-07 08:00:00","2025-01-07 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,42238137,42238137,0,8616579,0.204
"2025-01-07 09:00:00","2025-01-07 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40604983,40604983,0,8283415,0.204
"2025-01-07 10:00:00","2025-01-07 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,36986684,36986684,0,7545283,0.204
"2025-01-07 11:00:00","2025-01-07 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33704924,33704924,0,6875804,0.204
"2025-01-07 12:00:00","2025-01-07 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,31956734,31956734,0,6519173,0.204
"2025-01-07 13:00:00","2025-01-07 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,34063775,34063775,0,6949010,0.204
"2025-01-07 14:00:00","2025-01-07 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37591977,37591977,0,7668762,0.204
"2025-01-07 15:00:00","2025-01-07 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,41300434,41300434,0,8425287,0.204
"2025-01-07 16:00:00","2025-01-07 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,42555841,42555841,0,8681390,0.204
"2025-01-07 17:00:00","2025-01-07 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40830723,40830723,0,8329467,0.204
"2025-01-07 18:00:00","2025-01-07 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38841502,38841502,0,7923665,0.204
"2025-01-07 19:00:00","2025-01-07 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35923241,35923241,0,7328341,0.204
"2025-01-07 20:00:00","2025-01-07 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,31978630,31978630,0,6523639,0.204
"2025-01-07 21:00:00","2025-01-07 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,26391879,26391879,0,5383943,0.204
"2025-01-07 22:00:00","2025-01-07 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,21171620,21171620,0,4319010,0.204
"2025-01-07 23:00:00","2025-01-08 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,18884536,18884536,0,3852444,0.204
